2	3.3	4	2	0	2	3	0	1
2.88	3.25	2.5	1	0	1	1	0	1
2.2	3.3	3.4	0	0	0	0	0	2
1.17	7	17	2	0	2	6	0	1
2.1	3.3	3.6	1	0	1	2	2	2
2.4	3.3	3	0	0	0	0	0	2
1.83	3.5	4.5	0	3	-3	0	4	3
2.3	3.25	3.2	2	0	2	2	1	1
2.5	3.25	2.88	0	0	0	1	1	2
1.25	5.5	15	2	0	2	3	0	1
1.17	7	19	3	0	3	6	0	1
2.2	3.25	3.4	0	0	0	2	1	1
1.5	4	7	1	0	1	1	1	2
3.4	3.3	2.2	1	2	-1	1	2	3
2.5	3.25	2.88	0	0	0	1	0	1
2.25	3.3	3.25	0	0	0	1	3	3
15	6	1.22	0	1	-1	0	6	3
6	4	1.57	0	1	-1	2	2	2
3.2	3.25	2.3	3	0	3	6	0	1
2.38	3.25	3.1	1	0	1	3	0	1
6	4	1.57	1	1	0	1	2	3
3.2	3.25	2.3	0	1	-1	2	2	2
1.11	9	23	1	0	1	2	0	1
1.14	8	19	1	0	1	3	0	1
1.25	5.75	13	0	0	0	0	1	3
2.4	3.2	3.1	1	0	1	1	1	2
2.5	3.25	2.88	1	0	1	1	0	1
2.1	3.3	3.6	0	1	-1	2	2	2
1.22	6	15	0	0	0	1	0	1
4.5	3.5	1.83	0	0	0	1	0	1
1.25	5.5	13	1	1	0	4	1	1
4.2	3.4	1.91	1	1	0	3	3	2
1.83	3.5	4.5	0	1	-1	2	1	1
1.33	5	10	0	1	-1	1	1	2
1.57	4	6	0	1	-1	0	2	3
3.75	3.25	2.1	1	1	0	1	1	2
10	5	1.33	0	2	-2	1	3	3
2.5	3.25	2.88	0	0	0	1	1	2
3.1	3.2	2.4	0	0	0	0	0	2
2.5	3.25	2.88	0	1	-1	2	1	1
1.8	3.6	4.5	1	1	0	1	1	2
2	3.3	4	1	0	1	1	1	2
1.62	3.75	6	0	1	-1	0	1	3
1.91	3.4	4.2	0	1	-1	1	1	2
5.5	3.7	1.67	0	1	-1	1	1	2
1.4	4.5	8.5	0	1	-1	3	1	1
2.25	3.3	3.25	0	1	-1	3	1	1
1.1	9	26	4	0	4	4	0	1
1.7	3.5	5.5	1	0	1	3	2	1
5	3.6	1.73	0	1	-1	0	2	3
1.22	6	15	0	0	0	2	3	3
1.83	3.5	4.5	0	0	0	0	0	2
3.2	3.25	2.3	0	1	-1	1	2	3
2.75	3.2	2.63	0	0	0	0	0	2
1.44	4.33	7.5	1	1	0	2	2	2
3.6	3.3	2.1	0	0	0	1	0	1
3.5	3.4	2.1	1	0	1	1	0	1
7.5	4	1.5	1	1	0	2	2	2
1.91	3.4	4.2	1	0	1	1	2	3
2.88	3.25	2.5	0	1	-1	1	2	3
2.88	3.1	2.63	0	0	0	0	2	3
2.25	3.2	3.4	0	0	0	1	0	1
5	3.5	1.75	0	0	0	0	0	2
1.91	3.5	4	1	1	0	2	1	1
2.1	3.25	3.75	0	0	0	1	1	2
2.25	3.25	3.3	0	1	-1	1	1	2
2.25	3.25	3.3	0	0	0	2	0	1
1.73	3.6	5	1	0	1	2	0	1
1.33	5	10	0	2	-2	1	2	3
1.44	4	8.5	1	1	0	2	1	1
1.29	5.5	11	1	1	0	2	1	1
5	3.6	1.73	0	0	0	0	0	2
2.2	3.2	3.5	1	0	1	2	1	1
2.88	3.25	2.5	1	1	0	1	2	3
1.25	5.75	12	2	0	2	2	2	2
1.83	3.5	4.5	0	2	-2	2	2	2
2.25	3.2	3.4	1	0	1	1	1	2
5.5	4	1.62	0	0	0	2	3	3
2.4	3.25	3	1	0	1	2	0	1
2.1	3.3	3.6	0	0	0	0	0	2
1.83	3.6	4.33	1	0	1	2	0	1
1.13	8.5	19	1	0	1	2	0	1
2.4	3.25	3	1	0	1	1	0	1
2.1	3.25	3.75	1	1	0	1	1	2
2.2	3.25	3.4	2	1	1	2	1	1
2.38	3.25	3.1	1	1	0	1	2	3
2.38	3.25	3.1	0	0	0	1	1	2
1.67	3.6	5.5	0	0	0	2	1	1
2.5	3.2	2.9	0	1	-1	0	3	3
5.5	3.75	1.67	0	1	-1	1	2	3
1.17	7	17	0	0	0	1	0	1
7.5	4.33	1.44	1	1	0	1	2	3
1.57	3.75	6.5	0	0	0	1	0	1
1.91	3.4	4.2	2	0	2	2	0	1
1.57	4	6	1	0	1	2	0	1
5.5	3.4	1.73	1	1	0	2	1	1
1.8	3.6	4.5	0	0	0	0	0	2
3.4	3.25	2.2	0	0	0	0	1	3
2.2	3.2	3.5	3	0	3	5	1	1
2.9	3.25	2.5	1	0	1	2	1	1
1.91	3.4	4.2	0	0	0	2	2	2
1.8	3.6	4.5	0	0	0	2	1	1
