1.2	6.5	15	1	0	1	1	0	1
1.83	3.5	4.5	3	0	3	3	1	1
2	3.3	4	1	1	0	2	3	3
2.6	3.2	2.8	1	1	0	2	1	1
3.2	3.4	2.25	0	0	0	2	1	1
5.5	3.6	1.67	0	0	0	0	1	3
1.91	3.4	4.2	2	0	2	2	1	1
1.91	3.4	4.33	0	0	0	4	2	1
1.33	5	10	3	0	3	4	0	1
1.29	5.5	11	1	1	0	1	1	2
1.57	3.75	7	1	1	0	1	1	2
6.5	3.75	1.57	1	0	1	1	0	1
1.36	4.5	10	0	0	0	2	1	1
1.8	3.5	4.75	0	0	0	1	0	1
5	3.6	1.73	1	0	1	3	2	1
1.5	4	7	0	0	0	1	2	3
2.88	3.25	2.5	0	0	0	1	2	3
2.3	3.25	3.2	0	0	0	3	0	1
8.5	4.5	1.4	0	1	-1	0	1	3
4.8	3.4	1.8	0	1	-1	0	1	3
1.44	4	9	2	0	2	3	0	1
1.83	3.5	4.5	0	0	0	0	0	2
2.1	3.3	3.75	0	2	-2	0	3	3
2.5	3.25	2.88	0	2	-2	0	5	3
1.57	3.6	7	1	0	1	2	1	1
2.5	3.25	2.88	2	1	1	4	1	1
3	3.25	2.4	0	0	0	0	0	2
1.4	4.33	9	1	1	0	1	1	2
2.2	3.3	3.4	0	1	-1	0	3	3
4.5	3.5	1.83	0	2	-2	0	4	3
2.25	3.3	3.3	2	0	2	2	1	1
3	3	2.6	1	1	0	2	1	1
4.33	3.3	1.91	1	1	0	1	3	3
1.62	3.75	5.75	0	1	-1	1	2	3
2	3.5	3.75	0	1	-1	2	1	1
2.4	3.25	3	2	2	0	3	2	1
2.05	3.3	4	0	1	-1	1	1	2
3.4	3.4	2.2	0	1	-1	2	3	3
2.1	3.3	3.6	0	1	-1	1	2	3
2.1	3.3	3.6	0	0	0	1	0	1
6.5	3.75	1.57	1	2	-1	1	3	3
1.2	6.5	15	0	0	0	0	0	2
2.38	3.1	3.2	0	0	0	2	0	1
2.1	3.3	3.6	2	0	2	3	1	1
2.2	3.1	3.6	0	1	-1	1	1	2
3.1	3.4	2.3	1	0	1	2	2	2
2	3.3	4	2	0	2	6	0	1
1.73	3.6	5	0	0	0	0	0	2
3.25	3.3	2.25	1	2	-1	1	2	3
1.2	6	17	0	0	0	1	2	3
1.57	3.75	6.5	2	1	1	2	1	1
3.75	3.25	2.1	0	0	0	0	2	3
2.3	3.25	3.2	0	2	-2	1	2	3
1.22	6	15	0	0	0	2	0	1
1.8	3.4	5	0	0	0	0	1	3
2.6	3.3	2.75	0	2	-2	1	2	3
9	4.75	1.36	0	1	-1	0	2	3
2.5	3.25	3	1	0	1	2	0	1
3	3.3	2.38	2	1	1	2	1	1
6	3.75	1.62	0	1	-1	0	2	3
6	3.75	1.62	0	0	0	1	1	2
2.25	3.25	3.25	0	0	0	1	0	1
2.1	3.3	3.6	0	0	0	0	1	3
1.5	4	7	2	0	2	2	0	1
1.73	3.6	5	2	1	1	2	2	2
3.2	3.3	2.25	2	0	2	2	3	3
1.67	3.4	6	1	0	1	2	1	1
1.73	3.75	4.75	0	1	-1	0	1	3
1.83	3.4	4.75	0	2	-2	1	3	3
1.36	4.5	10	0	1	-1	3	1	1
1.83	3.25	5	0	0	0	0	0	2
2.4	3.25	3	0	0	0	0	0	2
2.25	3.25	3.3	0	0	0	0	0	2
1.4	4.33	9	1	2	-1	3	2	1
1.2	6.5	15	0	0	0	4	0	1
6	3.7	1.62	0	1	-1	0	5	3
2.62	3.25	2.75	0	0	0	1	0	1
3.25	3.3	2.25	1	1	0	2	1	1
3	3.25	2.4	1	1	0	2	2	2
2.1	3.25	3.75	0	0	0	1	1	2
7.5	4	1.5	0	1	-1	1	1	2
2.2	3.3	3.4	1	1	0	2	1	1
2.2	3.3	3.4	0	0	0	0	3	3
1.91	3.25	4.5	0	1	-1	0	1	3
1.44	4.33	7.5	1	0	1	3	0	1
1.83	3.5	4.5	0	0	0	1	1	2
2.05	3.3	4	1	0	1	2	0	1
6	3.75	1.62	0	0	0	0	2	3
2.6	3.3	2.75	0	1	-1	0	4	3
1.83	3.5	4.5	2	0	2	2	1	1
1.44	4.5	7.5	1	1	0	4	4	2
1.67	3.75	5.5	1	1	0	3	2	1
2.6	3.3	2.75	0	0	0	0	1	3
2.38	3.3	3	1	0	1	2	0	1
8	4.33	1.44	0	1	-1	0	3	3
1.33	5	10	0	0	0	1	0	1
1.2	6	19	2	0	2	2	0	1
2.88	3.3	2.5	0	0	0	2	0	1
2.6	3.3	2.75	0	0	0	1	0	1
1.17	6.5	21	3	0	3	5	0	1
1.67	3.75	5.5	0	0	0	1	0	1
1.17	7	17	3	1	2	4	3	1
2	3.3	4	0	1	-1	1	1	2
1.91	3.4	4.2	0	1	-1	1	2	3
8	4.5	1.4	1	0	1	2	1	1
3.5	3.3	2.1	0	1	-1	2	1	1
2.5	3.3	2.88	0	1	-1	2	2	2
3	3.3	2.38	0	0	0	2	0	1
3	3.3	2.38	0	0	0	2	0	1
3.25	3.25	2.3	1	0	1	2	1	1
2.25	3.25	3.4	0	0	0	0	1	3
1.2	6	19	2	0	2	3	0	1
2.38	3.3	3	1	0	1	1	2	3
2.6	3.25	2.8	0	0	0	1	3	3
1.8	3.4	5	0	0	0	0	0	2
1.7	3.8	5	1	1	0	1	2	3
8	4.33	1.44	0	1	-1	0	2	3
2.38	3.25	3.1	1	0	1	2	1	1
2.25	3.3	3.3	1	1	0	1	2	3
1.5	4	7	0	0	0	0	2	3
2	3.4	3.8	1	0	1	1	2	3
6	3.75	1.62	0	1	-1	0	2	3
3.3	3.3	2.25	1	0	1	2	1	1
1.14	7.5	23	2	0	2	5	0	1
2.1	3.3	3.6	0	1	-1	2	2	2
12	5	1.3	0	3	-3	0	3	3
2.5	3.25	2.88	0	0	0	0	0	2
1.83	3.5	4.5	0	1	-1	1	1	2
2.88	3.25	2.5	1	2	-1	2	2	2
5	3.6	1.73	0	0	0	0	0	2
1.2	6	19	0	0	0	0	0	2
1.25	5.5	15	0	0	0	0	0	2
3.25	3.4	2.2	1	0	1	3	0	1
1.91	3.4	4.33	0	2	-2	1	3	3
1.8	3.6	4.5	1	0	1	2	2	2
2.2	3.3	3.4	0	0	0	1	0	1
2.1	3.4	3.5	0	1	-1	0	1	3
1.73	3.75	4.75	1	0	1	1	0	1
2.5	3.3	2.88	0	0	0	1	0	1
1.57	3.8	6.5	0	0	0	0	0	2
2.2	3.3	3.4	0	0	0	0	0	2
2.4	3.4	2.88	0	1	-1	1	1	2
2.25	3.3	3.3	1	3	-2	1	4	3
1.73	3.6	5	0	0	0	2	1	1
1.8	3.4	5	1	0	1	1	2	3
4.33	3.6	1.83	0	1	-1	0	1	3
2.1	3.3	3.6	0	0	0	3	2	1
1.91	3.5	4	0	0	0	0	1	3
1.3	5	12	0	0	0	0	0	2
1.33	4.75	11	1	0	1	1	0	1
5.5	3.5	1.73	0	0	0	1	3	3
7	3.8	1.53	0	2	-2	0	2	3
2.6	3.2	2.8	1	1	0	1	1	2
2.38	3.25	3.1	0	0	0	2	1	1
1.14	7.5	23	0	0	0	1	0	1
1.8	3.5	4.75	2	0	2	2	2	2
2.62	3.25	2.75	1	1	0	2	3	3
2.62	3.25	2.75	1	0	1	1	1	2
2.75	3.25	2.62	0	0	0	0	2	3
1.67	3.6	5.5	2	1	1	4	2	1
1.33	5	10	2	2	0	2	2	2
2	3.4	3.8	0	0	0	0	1	3
4.5	3.6	1.8	1	1	0	1	1	2
2.5	3.25	2.88	0	0	0	0	0	2
2	3.4	3.8	3	0	3	4	0	1
4.5	3.5	1.83	0	0	0	0	0	2
2.1	3.3	3.6	2	0	2	3	0	1
1.25	5.5	15	0	1	-1	1	1	2
2.05	3.2	3.4	0	0	0	0	3	3
1.83	3.5	4.5	3	0	3	3	0	1
2.2	3.25	3.4	2	1	1	2	1	1
2.2	3.25	3.5	1	0	1	3	0	1
2.1	3.25	3.75	1	1	0	1	4	3
3	3.4	2.37	0	0	0	0	1	3
2.4	3.25	3	1	1	0	1	1	2
2.37	3.4	3	1	1	0	2	1	1
3.25	3.3	2.25	0	0	0	2	1	1
5	3.6	1.73	0	0	0	0	0	2
2.5	3.3	2.87	0	1	-1	2	2	2
1.14	7.5	21	2	0	2	2	0	1
1.33	4.5	12	1	0	1	3	0	1
1.8	3.6	4.5	4	0	4	5	1	1
2.5	3.3	2.87	0	0	0	0	1	3
2.2	3.25	3.4	1	1	0	1	4	3
12	5	1.3	0	0	0	0	1	3
2.25	3.25	3.3	0	0	0	0	0	2
1.72	3.6	5	0	0	0	0	0	2
2.25	3.3	3.25	1	0	1	2	1	1
1.4	4.5	10	0	0	0	1	0	1
2.62	3.3	2.87	1	0	1	2	2	2
2.3	3.25	3.4	0	1	-1	0	1	3
1.8	3.6	5	2	0	2	3	0	1
6.5	3.75	1.61	1	0	1	2	2	2
5	3.6	1.8	1	2	-1	1	5	3
3.5	3.4	2.2	0	0	0	2	0	1
1.72	3.6	5.5	0	1	-1	2	1	1
1.2	6.5	19	0	0	0	1	0	1
4.33	3.6	1.91	0	0	0	0	1	3
1.36	4.33	11	0	0	0	1	0	1
1.4	4.33	9	2	0	2	2	1	1
1.62	3.75	6	2	0	2	2	0	1
2.25	3.2	3.4	1	0	1	1	1	2
2.2	3.3	3.4	1	1	0	2	2	2
10	4.5	1.36	0	0	0	0	0	2
2.2	3.2	3.5	1	0	1	3	0	1
2.5	3.25	2.88	0	0	0	1	0	1
1.2	6	15	1	0	1	1	0	1
2	3.4	3.8	0	0	0	3	0	1
8	3.8	1.5	0	0	0	0	1	3
1.2	6.5	15	0	0	0	2	1	1
5.5	4	1.62	0	1	-1	1	3	3
2	3.4	3.75	0	0	0	1	0	1
3.25	3.25	2.25	1	0	1	1	2	3
2.38	3.3	3	1	0	1	3	0	1
1.73	3.6	5	0	0	0	1	1	2
2.1	3.3	3.6	1	1	0	3	1	1
1.62	3.75	6	0	0	0	1	1	2
3.25	3.4	2.3	0	1	-1	0	1	3
2.25	3.3	3.5	0	0	0	1	0	1
1.61	3.8	6.5	3	0	3	3	1	1
10	5	1.36	0	2	-2	0	5	3
2	3.25	4.5	0	2	-2	2	2	2
1.25	6	15	0	0	0	2	0	1
3	3.3	2.5	0	0	0	1	1	2
1.75	3.75	5	1	0	1	2	1	1
1.83	3.6	4.75	1	0	1	2	0	1
5	3.5	1.83	0	1	-1	1	1	2
1.5	4.2	7	0	0	0	0	0	2
1.61	3.7	6	0	0	0	0	0	2
2.75	3.3	2.62	1	0	1	3	2	1
2	3.3	4	1	0	1	3	1	1
2.2	3.2	3.5	1	0	1	2	2	2
1.36	4.5	10	1	0	1	1	0	1
2.5	3.3	2.87	0	0	0	0	0	2
3.25	3.3	2.25	1	0	1	1	0	1
2.5	3.1	3.1	0	0	0	2	0	1
2.6	3.2	2.8	0	1	-1	1	1	2
2.87	3.3	2.5	0	1	-1	0	2	3
1.2	6	19	0	0	0	0	0	2
1.72	3.4	5.5	1	0	1	3	0	1
1.61	3.75	6	0	0	0	1	0	1
