0.666732676	0.022562524	0.176576349
0.186414109	0.290222389	0.543701634
0.092616102	0.180034207	0.747600994
0.315516665	0.417124259	0.258843784
0.33165709	0.391992256	0.251510451
0.287926001	0.603908643	0.146389147
0.193326585	0.270454406	0.522655237
0.918787274	0.04714218	0.023219797
0.079932963	0.094521936	0.900937605
0.045550102	0.043037405	0.969601668
0.291818078	0.366651197	0.309239459
0.75352989	0.01896603	0.120306582
0.084512494	0.102298682	0.888871516
0.922550126	0.049570459	0.020751438
0.337464304	0.38838309	0.246688454
0.885911833	0.116235297	0.019001856
0.624055715	0.21175832	0.10184348
0.225770409	0.352405399	0.425433049
0.952069161	0.082985329	0.006355888
0.74510394	0.140337031	0.066783905
0.150730651	0.207900292	0.680709364
0.063312973	0.073887395	0.933899788
0.730717645	0.013619666	0.161092621
0.375417125	0.406560402	0.171006144
0.771215856	0.130011924	0.058019745
0.938963117	0.056069224	0.012871876
0.296933293	0.455622378	0.263990785
0.925470997	0.043799757	0.021563521
0.285440415	0.45786237	0.277358694
0.076540738	0.155877278	0.841146526
0.077865704	0.094599062	0.902323777
0.56311781	0.064706427	0.170851493
0.319054749	0.37332177	0.274187697
0.134630039	0.159611612	0.752242289
0.935283831	0.040008737	0.018541985
0.279186736	0.392194536	0.22189055
0.290868185	0.46286658	0.268259483
0.074138025	0.205189431	0.7957603
0.96151027	0.177457272	0.002294566
0.628006332	0.209591145	0.100503289
0.045235228	0.042726841	0.969970405
0.280122768	0.491843491	0.216463156
0.302250893	0.502428672	0.18861163
0.259245673	0.45580409	0.270890476
0.278531611	0.371782805	0.317830283
0.464996243	0.315144915	0.162010121
0.387353066	0.255053242	0.175995472
0.152489328	0.225836067	0.663828463
0.326631835	0.465956073	0.165855512
0.445927798	0.299038428	0.183847176
0.36585444	0.363399475	0.228052663
0.903543726	0.054943714	0.016712182
0.302775882	0.399404372	0.282129749
0.263528646	0.431672153	0.319883032
0.28828379	0.290892717	0.256422444
0.865873572	0.077949967	0.035079174
0.445491893	0.229038935	0.145350643
0.248855829	0.438301049	0.255747595
0.958363588	0.166471468	0.002751348
0.605345704	0.224052178	0.107733955
0.281203813	0.461355923	0.281259864
0.32160219	0.362198009	0.2607344
0.885030213	0.293160496	0.007889844
0.898705519	0.057986674	0.028090161
0.66225779	0.230517733	0.074537477
0.316477378	0.496402935	0.195396609
0.889286705	0.250962347	0.00876744
0.902845371	0.129669401	0.013239082
0.829033324	0.120910212	0.036597904
0.812517701	0.10321524	0.049448884
0.385527717	0.20548869	0.201368923
0.267275198	0.367645993	0.341546395
0.046801189	0.044668733	0.967814668
0.88779754	0.065026029	0.030194491
0.883949317	0.086277296	0.025256184
0.309153336	0.457383085	0.213547473
0.940146302	0.035923746	0.017873283
0.167464435	0.240620931	0.619667285
0.27848686	0.414623406	0.303762286
0.37210138	0.39930675	0.207706969
0.495665493	0.215487028	0.120128597
0.932131357	0.237831407	0.004042459
0.055897574	0.057265354	0.953106818
0.793226101	0.133417005	0.047239831
0.062891365	0.138010223	0.876988437
0.355178078	0.411937351	0.218813539
0.057084586	0.080811717	0.932739397
0.23064273	0.467795225	0.254190825
0.867037327	0.095162576	0.029198521
0.729830117	0.149146372	0.070610976
0.702217678	0.016303509	0.172353056
0.765991571	0.012637875	0.13555171
0.320732189	0.159204036	0.303110167
0.06031084	0.07017091	0.939224502
0.307319711	0.369595076	0.272029344
0.191968158	0.286762057	0.500934648
0.851291555	0.327549455	0.010759273
0.456512979	0.328809913	0.164717939
0.33735926	0.553188253	0.125246135
0.08406129	0.202671535	0.781185207
0.293404508	0.481233869	0.200052893
0.294623995	0.462416537	0.263829421
0.665077337	0.084932868	0.090955417
0.229104527	0.366257775	0.411314559
0.552308025	0.256595052	0.084628957
0.329792565	0.136690846	0.312973644
0.187423056	0.250316369	0.560911003
0.285515259	0.411804197	0.298800941
0.050677483	0.059400184	0.954638804
0.081832405	0.175223978	0.813758831
0.330099245	0.400761753	0.249444813
0.957142058	0.160831464	0.00279047
0.833877473	0.206158786	0.021460844
